submission_id,QUD,RT,age,choice_options_1,choice_options_2,choice_options_3,column_number,comments,condition,correct,education,endTime,expected,experiment_id,gender,languages,prolific_id,question,response,row_number,sentence_chunk_1,sentence_chunk_2,sentence_chunk_3,sentence_chunk_4,sitation_number,situation,startDate,startTime,stimulus,timeSpent,trial_name,trial_number
421,,48673,52,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated High School,1575197698101,placeholder,10,female,English,5afc9c20fa4ce800018e5166,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,some|all|right,12|12|0|0|0,In this exam,of the students got,of the questions,.,4,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 0, 0, 0]}], ""number"" => 4, ""sequence"" => [""ADDDD"", ""AADDD"", ""ABDDD"", ""ACDDD""], ""truth_table"" => []}",Sun Dec 01 2019 10:37:45 GMT+0000 (Greenwich Mean Time),1575196665450,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,17.21085,training_trials,1
421,,38674,52,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated High School,1575197698101,placeholder,10,female,English,5afc9c20fa4ce800018e5166,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|none|right,12|12|0|0|0,In this exam,of the students got,of the questions,.,4,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 0, 0, 0]}], ""number"" => 4, ""sequence"" => [""ADDDD"", ""AADDD"", ""ABDDD"", ""ACDDD""], ""truth_table"" => []}",Sun Dec 01 2019 10:37:45 GMT+0000 (Greenwich Mean Time),1575196665450,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,17.21085,training_trials,2
421,,35875,52,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated High School,1575197698101,placeholder,10,female,English,5afc9c20fa4ce800018e5166,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|some|right,9|9|3|3|3,In this exam,of the students got,of the questions,.,12,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [9, 9, 3, 3, 3]}], ""number"" => 12, ""sequence"" => [""BCCCC"", ""BBCCC""], ""truth_table"" => []}",Sun Dec 01 2019 10:37:45 GMT+0000 (Greenwich Mean Time),1575196665450,1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,17.21085,training_trials,3
421,,27844,52,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated High School,1575197698101,placeholder,10,female,English,5afc9c20fa4ce800018e5166,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|most|wrong,9|9|3|3|3,In this exam,of the students got,of the questions,.,12,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [9, 9, 3, 3, 3]}], ""number"" => 12, ""sequence"" => [""BCCCC"", ""BBCCC""], ""truth_table"" => []}",Sun Dec 01 2019 10:37:45 GMT+0000 (Greenwich Mean Time),1575196665450,1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,17.21085,training_trials,4
421,,57903,52,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated High School,1575197698101,placeholder,10,female,English,5afc9c20fa4ce800018e5166,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|most|wrong,3|3|0|0|0,In this exam,of the students got,of the questions,.,2,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [3, 3, 0, 0, 0]}], ""number"" => 2, ""sequence"" => [""CDDDD"", ""CCDDD""], ""truth_table"" => []}",Sun Dec 01 2019 10:37:45 GMT+0000 (Greenwich Mean Time),1575196665450,1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,17.21085,main_trials,1
421,,97283,52,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated High School,1575197698101,placeholder,10,female,English,5afc9c20fa4ce800018e5166,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,some|some|wrong,12|12|9|9|9,In this exam,of the students got,of the questions,.,18,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => '\f\f\t\t\t'}], ""number"" => 18, ""sequence"" => [""ABBBB"", ""AABBB""], ""truth_table"" => []}",Sun Dec 01 2019 10:37:45 GMT+0000 (Greenwich Mean Time),1575196665450,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0,17.21085,main_trials,2
421,,18150,52,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated High School,1575197698101,placeholder,10,female,English,5afc9c20fa4ce800018e5166,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|all|right,12|12|12|0|0,In this exam,of the students got,of the questions,.,9,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 12, 0, 0]}], ""number"" => 9, ""sequence"" => [""AAADD"", ""AAAAD"", ""AAABD"", ""AAACD""], ""truth_table"" => []}",Sun Dec 01 2019 10:37:45 GMT+0000 (Greenwich Mean Time),1575196665450,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,17.21085,main_trials,3
421,,54986,52,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated High School,1575197698101,placeholder,10,female,English,5afc9c20fa4ce800018e5166,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|most|right,9|9|9|3|3,In this exam,of the students got,of the questions,.,14,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [9, 9, 9, 3, 3]}], ""number"" => 14, ""sequence"" => [""BBBCC"", ""BBBBC""], ""truth_table"" => []}",Sun Dec 01 2019 10:37:45 GMT+0000 (Greenwich Mean Time),1575196665450,1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,17.21085,main_trials,4
421,,18124,52,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated High School,1575197698101,placeholder,10,female,English,5afc9c20fa4ce800018e5166,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|some|right,3|3|3|3|3,In this exam,of the students got,of the questions,.,11,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [3, 3, 3, 3, 3]}], ""number"" => 11, ""sequence"" => [""CCCCC""], ""truth_table"" => []}",Sun Dec 01 2019 10:37:45 GMT+0000 (Greenwich Mean Time),1575196665450,1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,17.21085,main_trials,5
421,,20787,52,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated High School,1575197698101,placeholder,10,female,English,5afc9c20fa4ce800018e5166,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|none|right,12|12|0|0|0,In this exam,of the students got,of the questions,.,4,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 0, 0, 0]}], ""number"" => 4, ""sequence"" => [""ADDDD"", ""AADDD"", ""ABDDD"", ""ACDDD""], ""truth_table"" => []}",Sun Dec 01 2019 10:37:45 GMT+0000 (Greenwich Mean Time),1575196665450,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,17.21085,main_trials,6
